Sym_88503_c0_g1_i1	Sym_88503_c0_g1
Sym_69506_c0_g1_i1	Sym_69506_c0_g1
Sym_69506_c0_g2_i1	Sym_69506_c0_g2
Sym_69569_c0_g1_i1	Sym_69569_c0_g1
Sym_69591_c0_g1_i1	Sym_69591_c0_g1
Sym_69575_c0_g1_i1	Sym_69575_c0_g1
Sym_69580_c0_g1_i1	Sym_69580_c0_g1
Sym_69547_c0_g1_i1	Sym_69547_c0_g1
Sym_69541_c0_g1_i1	Sym_69541_c0_g1
Sym_69561_c0_g1_i1	Sym_69561_c0_g1
Sym_69532_c0_g1_i1	Sym_69532_c0_g1
Sym_69529_c0_g1_i1	Sym_69529_c0_g1
Sym_69592_c0_g1_i1	Sym_69592_c0_g1
Sym_69559_c0_g1_i1	Sym_69559_c0_g1
Sym_69522_c0_g1_i2	Sym_69522_c0_g1
Sym_69582_c0_g1_i1	Sym_69582_c0_g1
Sym_69505_c0_g1_i1	Sym_69505_c0_g1
Sym_69556_c0_g1_i1	Sym_69556_c0_g1
Sym_69573_c0_g1_i1	Sym_69573_c0_g1
Sym_69518_c0_g1_i1	Sym_69518_c0_g1
Sym_69518_c0_g1_i2	Sym_69518_c0_g1
Sym_69544_c0_g1_i2	Sym_69544_c0_g1
Sym_69535_c0_g1_i1	Sym_69535_c0_g1
Sym_69570_c0_g1_i1	Sym_69570_c0_g1
Sym_69578_c0_g1_i2	Sym_69578_c0_g1
Sym_69585_c0_g1_i1	Sym_69585_c0_g1
Sym_69536_c0_g1_i1	Sym_69536_c0_g1
Sym_69552_c0_g1_i1	Sym_69552_c0_g1
Sym_69568_c0_g1_i1	Sym_69568_c0_g1
Sym_69601_c0_g1_i1	Sym_69601_c0_g1
Sym_69581_c0_g1_i1	Sym_69581_c0_g1
Sym_69542_c0_g1_i1	Sym_69542_c0_g1
Sym_69595_c0_g1_i1	Sym_69595_c0_g1
Sym_69545_c0_g1_i2	Sym_69545_c0_g1
Sym_69550_c0_g1_i1	Sym_69550_c0_g1
Sym_69557_c0_g1_i2	Sym_69557_c0_g1
Sym_69515_c0_g1_i1	Sym_69515_c0_g1
Sym_69528_c0_g1_i1	Sym_69528_c0_g1
Sym_69584_c0_g1_i1	Sym_69584_c0_g1
Sym_69503_c0_g1_i1	Sym_69503_c0_g1
Sym_69523_c0_g1_i1	Sym_69523_c0_g1
Sym_69520_c0_g1_i2	Sym_69520_c0_g1
Sym_53207_c0_g1_i1	Sym_53207_c0_g1
Sym_53266_c0_g1_i1	Sym_53266_c0_g1
Sym_53270_c0_g1_i1	Sym_53270_c0_g1
Sym_53226_c0_g1_i1	Sym_53226_c0_g1
Sym_53219_c0_g1_i1	Sym_53219_c0_g1
Sym_53265_c0_g1_i1	Sym_53265_c0_g1
Sym_53200_c0_g1_i1	Sym_53200_c0_g1
Sym_53248_c0_g1_i1	Sym_53248_c0_g1
Sym_53244_c0_g1_i1	Sym_53244_c0_g1
Sym_53231_c0_g1_i1	Sym_53231_c0_g1
Sym_53236_c0_g1_i1	Sym_53236_c0_g1
Sym_70465_c0_g1_i1	Sym_70465_c0_g1
Sym_70465_c0_g2_i1	Sym_70465_c0_g2
Sym_70469_c0_g1_i1	Sym_70469_c0_g1
Sym_18986_c0_g1_i2	Sym_18986_c0_g1
Sym_18974_c0_g1_i1	Sym_18974_c0_g1
Sym_18961_c0_g1_i1	Sym_18961_c0_g1
Sym_18999_c0_g1_i1	Sym_18999_c0_g1
Sym_18942_c0_g1_i1	Sym_18942_c0_g1
Sym_18925_c0_g1_i1	Sym_18925_c0_g1
Sym_18902_c0_g1_i1	Sym_18902_c0_g1
Sym_18915_c0_g1_i1	Sym_18915_c0_g1
Sym_18943_c0_g1_i1	Sym_18943_c0_g1
Sym_18994_c0_g1_i1	Sym_18994_c0_g1
Sym_18996_c0_g1_i1	Sym_18996_c0_g1
Sym_18931_c0_g1_i1	Sym_18931_c0_g1
Sym_18981_c0_g1_i1	Sym_18981_c0_g1
Sym_18921_c0_g1_i1	Sym_18921_c0_g1
Sym_18918_c0_g1_i1	Sym_18918_c0_g1
Sym_18980_c0_g1_i1	Sym_18980_c0_g1
Sym_18917_c0_g1_i1	Sym_18917_c0_g1
Sym_18920_c0_g1_i1	Sym_18920_c0_g1
Sym_18969_c0_g1_i1	Sym_18969_c0_g1
Sym_18951_c0_g2_i1	Sym_18951_c0_g2
Sym_18909_c0_g1_i1	Sym_18909_c0_g1
Sym_18998_c0_g1_i1	Sym_18998_c0_g1
Sym_18930_c0_g1_i1	Sym_18930_c0_g1
Sym_86949_c0_g1_i2	Sym_86949_c0_g1
Sym_86906_c0_g1_i1	Sym_86906_c0_g1
Sym_86896_c0_g1_i1	Sym_86896_c0_g1
Sym_86896_c0_g2_i1	Sym_86896_c0_g2
Sym_86954_c0_g2_i2	Sym_86954_c0_g2
Sym_86897_c0_g1_i2	Sym_86897_c0_g1
Sym_86897_c0_g2_i1	Sym_86897_c0_g2
Sym_86900_c0_g1_i1	Sym_86900_c0_g1
Sym_86913_c0_g1_i3	Sym_86913_c0_g1
Sym_86925_c0_g1_i1	Sym_86925_c0_g1
Sym_86987_c0_g1_i1	Sym_86987_c0_g1
Sym_86894_c0_g1_i1	Sym_86894_c0_g1
Sym_86888_c0_g1_i1	Sym_86888_c0_g1
Sym_86898_c0_g1_i1	Sym_86898_c0_g1
Sym_86934_c0_g1_i2	Sym_86934_c0_g1
Sym_86927_c0_g1_i1	Sym_86927_c0_g1
Sym_86943_c0_g1_i2	Sym_86943_c0_g1
Sym_86908_c0_g1_i1	Sym_86908_c0_g1
Sym_86979_c0_g1_i1	Sym_86979_c0_g1
Sym_86957_c0_g1_i1	Sym_86957_c0_g1
Sym_86899_c0_g1_i1	Sym_86899_c0_g1
Sym_86899_c0_g3_i1	Sym_86899_c0_g3
Sym_86985_c0_g1_i1	Sym_86985_c0_g1
Sym_86980_c0_g1_i3	Sym_86980_c0_g1
Sym_86965_c0_g1_i1	Sym_86965_c0_g1
Sym_86911_c0_g1_i1	Sym_86911_c0_g1
Sym_86952_c0_g1_i1	Sym_86952_c0_g1
Sym_44118_c0_g1_i1	Sym_44118_c0_g1
Sym_44127_c0_g1_i1	Sym_44127_c0_g1
Sym_44157_c0_g1_i1	Sym_44157_c0_g1
Sym_44191_c0_g1_i1	Sym_44191_c0_g1
Sym_44164_c0_g1_i1	Sym_44164_c0_g1
Sym_44112_c0_g1_i1	Sym_44112_c0_g1
Sym_44112_c0_g1_i2	Sym_44112_c0_g1
Sym_44146_c0_g1_i1	Sym_44146_c0_g1
Sym_44170_c0_g1_i1	Sym_44170_c0_g1
Sym_44165_c0_g1_i2	Sym_44165_c0_g1
Sym_44193_c0_g1_i1	Sym_44193_c0_g1
Sym_44144_c0_g1_i1	Sym_44144_c0_g1
Sym_44175_c0_g1_i1	Sym_44175_c0_g1
Sym_44135_c0_g1_i1	Sym_44135_c0_g1
Sym_44152_c0_g1_i1	Sym_44152_c0_g1
Sym_44119_c0_g1_i1	Sym_44119_c0_g1
Sym_44177_c0_g2_i1	Sym_44177_c0_g2
Sym_44145_c0_g1_i2	Sym_44145_c0_g1
Sym_44150_c0_g1_i1	Sym_44150_c0_g1
Sym_44198_c0_g1_i1	Sym_44198_c0_g1
Sym_44192_c0_g1_i1	Sym_44192_c0_g1
Sym_44188_c0_g1_i1	Sym_44188_c0_g1
Sym_44155_c0_g1_i1	Sym_44155_c0_g1
Sym_44143_c0_g1_i1	Sym_44143_c0_g1
Sym_44103_c0_g1_i2	Sym_44103_c0_g1
Sym_44190_c0_g1_i1	Sym_44190_c0_g1
Sym_44168_c0_g1_i1	Sym_44168_c0_g1
Sym_44105_c0_g1_i1	Sym_44105_c0_g1
Sym_44108_c0_g1_i1	Sym_44108_c0_g1
Sym_44117_c0_g1_i1	Sym_44117_c0_g1
Sym_44117_c0_g2_i1	Sym_44117_c0_g2
Sym_44137_c0_g1_i1	Sym_44137_c0_g1
Sym_44189_c0_g1_i1	Sym_44189_c0_g1
Sym_44172_c0_g1_i1	Sym_44172_c0_g1
Sym_70564_c0_g1_i1	Sym_70564_c0_g1
Sym_70511_c0_g1_i1	Sym_70511_c0_g1
Sym_70543_c0_g1_i1	Sym_70543_c0_g1
Sym_77793_c0_g1_i1	Sym_77793_c0_g1
Sym_77793_c0_g2_i1	Sym_77793_c0_g2
Sym_77732_c0_g1_i1	Sym_77732_c0_g1
Sym_77732_c0_g1_i2	Sym_77732_c0_g1
Sym_77812_c0_g1_i1	Sym_77812_c0_g1
Sym_77749_c0_g1_i1	Sym_77749_c0_g1
Sym_77749_c0_g2_i1	Sym_77749_c0_g2
Sym_77776_c0_g1_i1	Sym_77776_c0_g1
Sym_77765_c0_g1_i2	Sym_77765_c0_g1
Sym_77730_c0_g1_i1	Sym_77730_c0_g1
Sym_77746_c0_g1_i1	Sym_77746_c0_g1
Sym_77792_c0_g1_i1	Sym_77792_c0_g1
Sym_77766_c0_g1_i1	Sym_77766_c0_g1
Sym_77805_c0_g1_i1	Sym_77805_c0_g1
Sym_77725_c0_g1_i1	Sym_77725_c0_g1
Sym_77725_c0_g1_i2	Sym_77725_c0_g1
Sym_77748_c0_g1_i3	Sym_77748_c0_g1
Sym_77758_c0_g1_i1	Sym_77758_c0_g1
Sym_77737_c0_g1_i1	Sym_77737_c0_g1
Sym_44205_c0_g1_i1	Sym_44205_c0_g1
Sym_44205_c0_g2_i1	Sym_44205_c0_g2
Sym_44279_c0_g1_i2	Sym_44279_c0_g1
Sym_44264_c0_g1_i1	Sym_44264_c0_g1
Sym_44211_c0_g1_i2	Sym_44211_c0_g1
Sym_44282_c0_g1_i1	Sym_44282_c0_g1
Sym_44286_c0_g1_i1	Sym_44286_c0_g1
Sym_44265_c0_g1_i1	Sym_44265_c0_g1
Sym_44248_c0_g1_i1	Sym_44248_c0_g1
Sym_44223_c0_g1_i1	Sym_44223_c0_g1
Sym_44243_c0_g1_i1	Sym_44243_c0_g1
Sym_44243_c0_g2_i1	Sym_44243_c0_g2
Sym_44280_c0_g1_i1	Sym_44280_c0_g1
Sym_44296_c0_g1_i1	Sym_44296_c0_g1
Sym_44244_c0_g1_i1	Sym_44244_c0_g1
Sym_44246_c0_g1_i1	Sym_44246_c0_g1
Sym_44240_c0_g1_i1	Sym_44240_c0_g1
Sym_44245_c0_g1_i1	Sym_44245_c0_g1
Sym_44274_c0_g1_i1	Sym_44274_c0_g1
Sym_44239_c0_g1_i1	Sym_44239_c0_g1
Sym_44293_c0_g1_i1	Sym_44293_c0_g1
Sym_44219_c0_g1_i1	Sym_44219_c0_g1
Sym_44251_c0_g1_i1	Sym_44251_c0_g1
Sym_44253_c0_g1_i1	Sym_44253_c0_g1
Sym_44290_c0_g1_i1	Sym_44290_c0_g1
Sym_44241_c0_g1_i1	Sym_44241_c0_g1
Sym_44257_c0_g1_i1	Sym_44257_c0_g1
Sym_44292_c0_g1_i1	Sym_44292_c0_g1
Sym_44210_c0_g1_i1	Sym_44210_c0_g1
Sym_44250_c0_g1_i1	Sym_44250_c0_g1
Sym_44234_c0_g1_i1	Sym_44234_c0_g1
Sym_44221_c0_g1_i1	Sym_44221_c0_g1
Sym_44299_c0_g1_i2	Sym_44299_c0_g1
Sym_44255_c0_g1_i1	Sym_44255_c0_g1
Sym_44258_c0_g1_i1	Sym_44258_c0_g1
Sym_44228_c0_g1_i1	Sym_44228_c0_g1
Sym_44270_c0_g1_i1	Sym_44270_c0_g1
Sym_61420_c0_g1_i1	Sym_61420_c0_g1
Sym_61430_c0_g1_i1	Sym_61430_c0_g1
Sym_61484_c0_g1_i1	Sym_61484_c0_g1
Sym_61452_c0_g1_i1	Sym_61452_c0_g1
Sym_61475_c0_g1_i1	Sym_61475_c0_g1
Sym_61471_c0_g1_i1	Sym_61471_c0_g1
Sym_61431_c0_g1_i1	Sym_61431_c0_g1
Sym_61431_c0_g2_i1	Sym_61431_c0_g2
Sym_61410_c0_g1_i1	Sym_61410_c0_g1
Sym_61402_c0_g1_i1	Sym_61402_c0_g1
Sym_61500_c0_g1_i1	Sym_61500_c0_g1
Sym_61428_c0_g2_i1	Sym_61428_c0_g2
Sym_61489_c0_g1_i1	Sym_61489_c0_g1
Sym_61437_c0_g1_i1	Sym_61437_c0_g1
Sym_61434_c0_g1_i2	Sym_61434_c0_g1
Sym_61450_c0_g2_i1	Sym_61450_c0_g2
Sym_61432_c0_g1_i1	Sym_61432_c0_g1
Sym_61433_c0_g1_i1	Sym_61433_c0_g1
Sym_61445_c0_g1_i1	Sym_61445_c0_g1
Sym_61454_c0_g1_i2	Sym_61454_c0_g1
Sym_61461_c0_g1_i2	Sym_61461_c0_g1
Sym_61413_c0_g1_i1	Sym_61413_c0_g1
Sym_61462_c0_g1_i2	Sym_61462_c0_g1
Sym_61497_c0_g1_i2	Sym_61497_c0_g1
Sym_9680_c0_g1_i1	Sym_9680_c0_g1
Sym_9628_c0_g1_i1	Sym_9628_c0_g1
Sym_77814_c0_g1_i1	Sym_77814_c0_g1
Sym_77894_c0_g1_i1	Sym_77894_c0_g1
Sym_77854_c0_g1_i1	Sym_77854_c0_g1
Sym_77865_c0_g1_i2	Sym_77865_c0_g1
Sym_77847_c0_g1_i1	Sym_77847_c0_g1
Sym_77847_c0_g2_i1	Sym_77847_c0_g2
Sym_77874_c0_g1_i2	Sym_77874_c0_g1
Sym_77887_c0_g1_i1	Sym_77887_c0_g1
Sym_77887_c0_g2_i1	Sym_77887_c0_g2
Sym_77885_c0_g1_i1	Sym_77885_c0_g1
Sym_77906_c0_g1_i2	Sym_77906_c0_g1
Sym_77850_c0_g1_i1	Sym_77850_c0_g1
Sym_77857_c0_g1_i1	Sym_77857_c0_g1
Sym_77868_c0_g1_i1	Sym_77868_c0_g1
Sym_77900_c0_g1_i1	Sym_77900_c0_g1
Sym_77904_c0_g1_i2	Sym_77904_c0_g1
Sym_77904_c0_g1_i3	Sym_77904_c0_g1
Sym_77903_c0_g1_i1	Sym_77903_c0_g1
Sym_77845_c0_g1_i2	Sym_77845_c0_g1
Sym_77878_c0_g1_i1	Sym_77878_c0_g1
Sym_77878_c0_g1_i2	Sym_77878_c0_g1
Sym_77878_c0_g1_i3	Sym_77878_c0_g1
Sym_77840_c0_g1_i1	Sym_77840_c0_g1
Sym_77897_c0_g1_i1	Sym_77897_c0_g1
Sym_77912_c0_g1_i1	Sym_77912_c0_g1
Sym_77825_c0_g3_i1	Sym_77825_c0_g3
Sym_77856_c0_g1_i3	Sym_77856_c0_g1
Sym_77856_c0_g2_i1	Sym_77856_c0_g2
Sym_77828_c0_g1_i1	Sym_77828_c0_g1
Sym_77818_c0_g1_i2	Sym_77818_c0_g1
Sym_35187_c0_g1_i1	Sym_35187_c0_g1
Sym_35110_c0_g1_i1	Sym_35110_c0_g1
Sym_35169_c0_g1_i1	Sym_35169_c0_g1
Sym_35183_c0_g1_i1	Sym_35183_c0_g1
Sym_35139_c0_g1_i1	Sym_35139_c0_g1
Sym_35109_c0_g1_i1	Sym_35109_c0_g1
Sym_35142_c0_g1_i1	Sym_35142_c0_g1
Sym_35142_c0_g1_i2	Sym_35142_c0_g1
Sym_10811_c0_g1_i1	Sym_10811_c0_g1
Sym_10897_c0_g1_i1	Sym_10897_c0_g1
Sym_68792_c0_g1_i4	Sym_68792_c0_g1
Sym_68773_c0_g1_i2	Sym_68773_c0_g1
Sym_68750_c0_g1_i1	Sym_68750_c0_g1
Sym_26039_c0_g1_i1	Sym_26039_c0_g1
Sym_26016_c0_g1_i1	Sym_26016_c0_g1
Sym_26012_c0_g1_i1	Sym_26012_c0_g1
Sym_52474_c0_g1_i1	Sym_52474_c0_g1
Sym_52416_c0_g1_i1	Sym_52416_c0_g1
Sym_52454_c0_g1_i1	Sym_52454_c0_g1
Sym_52439_c0_g1_i1	Sym_52439_c0_g1
Sym_52427_c0_g1_i1	Sym_52427_c0_g1
Sym_52496_c0_g1_i1	Sym_52496_c0_g1
Sym_52496_c0_g2_i1	Sym_52496_c0_g2
Sym_52403_c0_g1_i1	Sym_52403_c0_g1
Sym_52486_c0_g1_i2	Sym_52486_c0_g1
Sym_52453_c0_g1_i1	Sym_52453_c0_g1
Sym_8726_c0_g1_i1	Sym_8726_c0_g1
Sym_8752_c0_g1_i1	Sym_8752_c0_g1
Sym_8770_c0_g1_i1	Sym_8770_c0_g1
Sym_8796_c0_g1_i1	Sym_8796_c0_g1
Sym_8746_c0_g1_i2	Sym_8746_c0_g1
Sym_8774_c0_g1_i1	Sym_8774_c0_g1
Sym_8712_c0_g1_i1	Sym_8712_c0_g1
Sym_2075_c0_g1_i1	Sym_2075_c0_g1
Sym_2021_c0_g2_i1	Sym_2021_c0_g2
Sym_2080_c0_g1_i1	Sym_2080_c0_g1
Sym_26188_c0_g1_i1	Sym_26188_c0_g1
Sym_26129_c0_g1_i1	Sym_26129_c0_g1
Sym_26119_c0_g1_i1	Sym_26119_c0_g1
Sym_43360_c0_g1_i1	Sym_43360_c0_g1
Sym_43384_c0_g1_i1	Sym_43384_c0_g1
Sym_43367_c0_g1_i2	Sym_43367_c0_g1
Sym_43353_c0_g1_i1	Sym_43353_c0_g1
Sym_43321_c0_g1_i1	Sym_43321_c0_g1
Sym_43320_c0_g1_i1	Sym_43320_c0_g1
Sym_43326_c0_g1_i2	Sym_43326_c0_g1
Sym_43395_c0_g1_i1	Sym_43395_c0_g1
Sym_43361_c0_g1_i1	Sym_43361_c0_g1
Sym_43354_c0_g1_i1	Sym_43354_c0_g1
Sym_94216_c1_g1_i1	Sym_94216_c1_g1
Sym_94197_c0_g1_i1	Sym_94197_c0_g1
Sym_94197_c0_g2_i1	Sym_94197_c0_g2
Sym_94185_c0_g1_i1	Sym_94185_c0_g1
Sym_94183_c1_g1_i1	Sym_94183_c1_g1
Sym_94130_c0_g1_i1	Sym_94130_c0_g1
Sym_94188_c0_g4_i1	Sym_94188_c0_g4
Sym_94141_c0_g1_i3	Sym_94141_c0_g1
Sym_94170_c0_g1_i1	Sym_94170_c0_g1
Sym_94177_c0_g1_i1	Sym_94177_c0_g1
Sym_94177_c0_g2_i1	Sym_94177_c0_g2
Sym_94137_c0_g1_i2	Sym_94137_c0_g1
Sym_94126_c0_g1_i2	Sym_94126_c0_g1
Sym_59794_c0_g2_i1	Sym_59794_c0_g2
Sym_59757_c0_g1_i2	Sym_59757_c0_g1
Sym_59785_c0_g2_i1	Sym_59785_c0_g2
Sym_59714_c0_g1_i1	Sym_59714_c0_g1
Sym_59788_c1_g1_i1	Sym_59788_c1_g1
Sym_59788_c0_g1_i1	Sym_59788_c0_g1
Sym_59712_c0_g1_i1	Sym_59712_c0_g1
Sym_59795_c0_g1_i1	Sym_59795_c0_g1
Sym_59760_c0_g1_i1	Sym_59760_c0_g1
Sym_59704_c0_g1_i1	Sym_59704_c0_g1
Sym_59729_c0_g3_i1	Sym_59729_c0_g3
Sym_59732_c0_g1_i1	Sym_59732_c0_g1
Sym_59765_c0_g1_i2	Sym_59765_c0_g1
Sym_17046_c0_g1_i1	Sym_17046_c0_g1
Sym_17020_c0_g1_i1	Sym_17020_c0_g1
Sym_17054_c0_g1_i1	Sym_17054_c0_g1
Sym_17039_c0_g2_i1	Sym_17039_c0_g2
Sym_17025_c0_g1_i1	Sym_17025_c0_g1
Sym_17004_c0_g1_i1	Sym_17004_c0_g1
Sym_17000_c0_g1_i1	Sym_17000_c0_g1
Sym_17010_c0_g1_i1	Sym_17010_c0_g1
Sym_17022_c0_g1_i1	Sym_17022_c0_g1
Sym_17069_c0_g1_i1	Sym_17069_c0_g1
Sym_17069_c0_g2_i1	Sym_17069_c0_g2
Sym_17043_c0_g2_i1	Sym_17043_c0_g2
Sym_17065_c0_g1_i1	Sym_17065_c0_g1
Sym_17047_c0_g1_i1	Sym_17047_c0_g1
Sym_17024_c0_g2_i1	Sym_17024_c0_g2
Sym_17095_c0_g1_i1	Sym_17095_c0_g1
Sym_17035_c0_g1_i1	Sym_17035_c0_g1
Sym_17002_c0_g1_i1	Sym_17002_c0_g1
Sym_17072_c0_g1_i1	Sym_17072_c0_g1
Sym_17027_c0_g1_i1	Sym_17027_c0_g1
Sym_17070_c0_g1_i1	Sym_17070_c0_g1
Sym_17001_c0_g1_i1	Sym_17001_c0_g1
Sym_17026_c0_g1_i1	Sym_17026_c0_g1
Sym_17075_c0_g1_i2	Sym_17075_c0_g1
Sym_17014_c0_g1_i1	Sym_17014_c0_g1
Sym_17077_c0_g1_i1	Sym_17077_c0_g1
Sym_17048_c0_g1_i1	Sym_17048_c0_g1
Sym_17031_c0_g1_i1	Sym_17031_c0_g1
Sym_17093_c0_g1_i1	Sym_17093_c0_g1
Sym_17036_c0_g1_i1	Sym_17036_c0_g1
Sym_17015_c0_g1_i1	Sym_17015_c0_g1
Sym_17081_c0_g1_i2	Sym_17081_c0_g1
Sym_17059_c0_g1_i1	Sym_17059_c0_g1
Sym_17071_c0_g1_i1	Sym_17071_c0_g1
Sym_17074_c0_g1_i1	Sym_17074_c0_g1
Sym_17009_c0_g1_i1	Sym_17009_c0_g1
Sym_17092_c0_g1_i1	Sym_17092_c0_g1
Sym_17037_c0_g1_i2	Sym_17037_c0_g1
Sym_17052_c0_g1_i1	Sym_17052_c0_g1
Sym_17005_c0_g1_i1	Sym_17005_c0_g1
Sym_17028_c0_g1_i1	Sym_17028_c0_g1
Sym_17028_c0_g1_i2	Sym_17028_c0_g1
Sym_17038_c0_g1_i1	Sym_17038_c0_g1
Sym_17038_c0_g1_i2	Sym_17038_c0_g1
Sym_17087_c0_g1_i1	Sym_17087_c0_g1
Sym_17008_c0_g1_i1	Sym_17008_c0_g1
Sym_17076_c0_g1_i2	Sym_17076_c0_g1
Sym_17016_c0_g1_i1	Sym_17016_c0_g1
Sym_17033_c0_g1_i1	Sym_17033_c0_g1
Sym_17064_c0_g1_i1	Sym_17064_c0_g1
Sym_76953_c0_g2_i1	Sym_76953_c0_g2
Sym_76935_c0_g1_i2	Sym_76935_c0_g1
Sym_77001_c0_g1_i3	Sym_77001_c0_g1
Sym_76941_c0_g2_i1	Sym_76941_c0_g2
Sym_76908_c0_g1_i1	Sym_76908_c0_g1
Sym_76950_c0_g1_i1	Sym_76950_c0_g1
Sym_76927_c1_g1_i1	Sym_76927_c1_g1
Sym_76927_c0_g1_i1	Sym_76927_c0_g1
Sym_76927_c0_g2_i1	Sym_76927_c0_g2
Sym_76983_c0_g1_i2	Sym_76983_c0_g1
Sym_76998_c0_g1_i1	Sym_76998_c0_g1
Sym_76923_c0_g1_i1	Sym_76923_c0_g1
Sym_76987_c0_g1_i2	Sym_76987_c0_g1
Sym_76945_c0_g1_i1	Sym_76945_c0_g1
Sym_76945_c0_g2_i1	Sym_76945_c0_g2
Sym_76966_c0_g1_i1	Sym_76966_c0_g1
Sym_77004_c0_g1_i1	Sym_77004_c0_g1
Sym_76997_c0_g1_i1	Sym_76997_c0_g1
Sym_76978_c0_g1_i2	Sym_76978_c0_g1
Sym_76978_c0_g2_i1	Sym_76978_c0_g2
Sym_76999_c0_g1_i1	Sym_76999_c0_g1
Sym_76934_c0_g1_i1	Sym_76934_c0_g1
Sym_76909_c0_g1_i1	Sym_76909_c0_g1
Sym_76988_c0_g1_i1	Sym_76988_c0_g1
Sym_76938_c0_g1_i1	Sym_76938_c0_g1
Sym_76938_c0_g2_i1	Sym_76938_c0_g2
Sym_76936_c0_g1_i1	Sym_76936_c0_g1
Sym_76912_c0_g1_i1	Sym_76912_c0_g1
Sym_76912_c0_g2_i1	Sym_76912_c0_g2
Sym_76957_c0_g1_i1	Sym_76957_c0_g1
Sym_76957_c0_g2_i1	Sym_76957_c0_g2
Sym_76913_c0_g2_i1	Sym_76913_c0_g2
Sym_76913_c0_g2_i2	Sym_76913_c0_g2
Sym_77002_c0_g1_i1	Sym_77002_c0_g1
Sym_76960_c0_g1_i2	Sym_76960_c0_g1
Sym_76959_c0_g1_i1	Sym_76959_c0_g1
Sym_77006_c0_g1_i1	Sym_77006_c0_g1
Sym_498_c0_g1_i1	Sym_498_c0_g1
Sym_498_c0_g1_i2	Sym_498_c0_g1
Sym_426_c0_g1_i1	Sym_426_c0_g1
Sym_422_c0_g1_i1	Sym_422_c0_g1
Sym_420_c0_g1_i2	Sym_420_c0_g1
Sym_401_c0_g1_i1	Sym_401_c0_g1
Sym_400_c0_g1_i1	Sym_400_c0_g1
Sym_400_c0_g1_i2	Sym_400_c0_g1
Sym_440_c0_g1_i1	Sym_440_c0_g1
Sym_409_c0_g1_i1	Sym_409_c0_g1
Sym_456_c0_g1_i1	Sym_456_c0_g1
Sym_483_c0_g1_i1	Sym_483_c0_g1
Sym_417_c0_g1_i1	Sym_417_c0_g1
Sym_439_c0_g1_i2	Sym_439_c0_g1
Sym_407_c0_g1_i1	Sym_407_c0_g1
Sym_493_c0_g1_i1	Sym_493_c0_g1
Sym_43415_c0_g1_i1	Sym_43415_c0_g1
Sym_43445_c0_g1_i1	Sym_43445_c0_g1
Sym_43431_c0_g1_i1	Sym_43431_c0_g1
Sym_43419_c0_g1_i1	Sym_43419_c0_g1
Sym_43448_c0_g1_i1	Sym_43448_c0_g1
Sym_43439_c0_g1_i1	Sym_43439_c0_g1
Sym_43409_c0_g1_i1	Sym_43409_c0_g1
Sym_43401_c0_g1_i1	Sym_43401_c0_g1
Sym_43484_c0_g1_i1	Sym_43484_c0_g1
Sym_43469_c0_g1_i1	Sym_43469_c0_g1
Sym_43424_c0_g1_i1	Sym_43424_c0_g1
Sym_43455_c0_g1_i1	Sym_43455_c0_g1
Sym_43452_c0_g1_i1	Sym_43452_c0_g1
Sym_60613_c0_g1_i2	Sym_60613_c0_g1
Sym_60617_c0_g1_i1	Sym_60617_c0_g1
Sym_60672_c0_g1_i1	Sym_60672_c0_g1
Sym_60638_c0_g1_i1	Sym_60638_c0_g1
Sym_60690_c0_g1_i2	Sym_60690_c0_g1
Sym_60624_c0_g1_i1	Sym_60624_c0_g1
Sym_60687_c0_g1_i1	Sym_60687_c0_g1
Sym_60606_c0_g1_i3	Sym_60606_c0_g1
Sym_60616_c0_g1_i1	Sym_60616_c0_g1
Sym_60616_c0_g2_i1	Sym_60616_c0_g2
Sym_60619_c0_g1_i1	Sym_60619_c0_g1
Sym_60620_c0_g1_i1	Sym_60620_c0_g1
Sym_60636_c0_g1_i1	Sym_60636_c0_g1
Sym_60646_c0_g1_i1	Sym_60646_c0_g1
Sym_60608_c0_g1_i1	Sym_60608_c0_g1
Sym_60608_c0_g1_i2	Sym_60608_c0_g1
Sym_60608_c0_g2_i1	Sym_60608_c0_g2
Sym_60627_c0_g1_i2	Sym_60627_c0_g1
Sym_60602_c0_g1_i1	Sym_60602_c0_g1
Sym_60650_c0_g1_i1	Sym_60650_c0_g1
Sym_60641_c0_g1_i1	Sym_60641_c0_g1
Sym_60686_c0_g1_i2	Sym_60686_c0_g1
Sym_60630_c0_g1_i1	Sym_60630_c0_g1
Sym_60659_c0_g1_i2	Sym_60659_c0_g1
Sym_60680_c0_g1_i1	Sym_60680_c0_g1
Sym_60680_c0_g2_i2	Sym_60680_c0_g2
Sym_60611_c0_g1_i1	Sym_60611_c0_g1
Sym_60634_c0_g1_i1	Sym_60634_c0_g1
Sym_60679_c0_g1_i1	Sym_60679_c0_g1
Sym_7851_c0_g1_i1	Sym_7851_c0_g1
Sym_7800_c0_g1_i1	Sym_7800_c0_g1
Sym_7829_c0_g1_i1	Sym_7829_c0_g1
Sym_7888_c0_g1_i1	Sym_7888_c0_g1
Sym_7888_c0_g1_i2	Sym_7888_c0_g1
Sym_7831_c0_g1_i1	Sym_7831_c0_g1
Sym_7840_c0_g1_i1	Sym_7840_c0_g1
Sym_1139_c0_g1_i1	Sym_1139_c0_g1
